,CustomerID,ItemID,Sex,Age,Profession,CityType,YearsInCity,Married,ItemCategory1,ItemCategory2,ItemCategory3,Amount
452630,1003709,P00014542,M,26-35,12,C,3,1.0,8,,,9778
452631,1003709,P00002542,M,26-35,12,C,3,1.0,8,14.0,,6204
452632,1003709,P00076042,M,26-35,12,C,3,1.0,8,,,5975
452633,1003709,P00036342,M,26-35,12,C,3,1.0,5,8.0,,3557
452634,1003709,P00194442,M,26-35,12,C,3,1.0,5,,,8643
452635,1003709,P00117942,M,26-35,12,C,3,1.0,5,15.0,,7036
452636,1003709,P00116642,M,26-35,12,C,3,1.0,5,,,5447
452637,1003709,P00251342,M,26-35,12,C,3,1.0,5,11.0,,3722
452638,1003709,P00228642,M,26-35,12,C,3,1.0,5,18.0,,6904
452639,1003709,P00346942,M,26-35,12,C,3,1.0,1,5.0,,4505
452640,1003709,P00219142,M,26-35,12,C,3,1.0,5,,,1981
452641,1003709,P00122542,M,26-35,12,C,3,1.0,11,,,5939
452642,1003709,P00226842,M,26-35,12,C,3,1.0,11,,,2964
452643,1003709,P00129142,M,26-35,12,C,3,1.0,1,11.0,,11550
452807,1003729,P00338442,M,18-25,4,A,2,0.0,1,16.0,,15884
452808,1003729,P00115642,M,18-25,4,A,2,0.0,8,14.0,,9836
452809,1003729,P00296242,M,18-25,4,A,2,0.0,8,,,9779
452810,1003729,P00224542,M,18-25,4,A,2,0.0,8,,,6115
452811,1003729,P00006142,M,18-25,4,A,2,0.0,8,,,8076
452812,1003729,P00044142,M,18-25,4,A,2,0.0,8,16.0,,9916
452813,1003729,P00362342,M,18-25,4,A,2,0.0,5,,,7151
452814,1003729,P00216742,M,18-25,4,A,2,0.0,5,,,7032
452815,1003729,P00197042,M,18-25,4,A,2,0.0,5,,,5218
452816,1003729,P00315742,M,18-25,4,A,2,0.0,5,,,5289
452817,1003729,P00058042,M,18-25,4,A,2,0.0,8,16.0,,9773
452818,1003729,P00113942,M,18-25,4,A,2,0.0,8,,,7786
452819,1003729,P00153842,M,18-25,4,A,2,0.0,8,14.0,16.0,8040
452820,1003729,P00117542,M,18-25,4,A,2,0.0,18,,,801
452821,1003729,P00352242,M,18-25,4,A,2,0.0,1,6.0,16.0,11788
452876,1003741,P00354142,M,26-35,0,C,1,0.0,6,8.0,,12268
452877,1003741,P00182742,M,26-35,0,C,1,0.0,1,2.0,14.0,11519
452878,1003741,P00150542,M,26-35,0,C,1,0.0,5,,,5430
452879,1003741,P00042742,M,26-35,0,C,1,0.0,5,14.0,,7159
452880,1003741,P00147742,M,26-35,0,C,1,0.0,1,16.0,,15512
452881,1003741,P00030942,M,26-35,0,C,1,0.0,4,5.0,9.0,2085
452882,1003741,P00329542,M,26-35,0,C,1,0.0,1,15.0,16.0,15640
453306,1003799,P00235442,M,18-25,0,C,4+,1.0,1,15.0,,11805
453307,1003799,P00277442,M,18-25,0,C,4+,1.0,1,6.0,15.0,19421
453308,1003799,P00016742,M,18-25,0,C,4+,1.0,1,15.0,16.0,15183
453309,1003799,P00221642,M,18-25,0,C,4+,1.0,5,15.0,,5343
453310,1003799,P00053342,M,18-25,0,C,4+,1.0,1,2.0,4.0,19250
453311,1003799,P00100442,M,18-25,0,C,4+,1.0,2,4.0,5.0,9594
453341,1003806,P00172842,M,18-25,4,A,4+,0.0,3,4.0,,5517
453342,1003806,P00178242,M,18-25,4,A,4+,0.0,8,,,7838
453343,1003806,P00240542,M,18-25,4,A,4+,0.0,5,11.0,,5203
453344,1003806,P00150842,M,18-25,4,A,4+,0.0,11,13.0,16.0,1595
453345,1003806,P00070642,M,18-25,4,A,4+,0.0,11,16.0,,4539
453414,1003812,P00070042,M,36-45,17,B,0,0.0,1,2.0,16.0,15399
453852,1003851,P00190042,M,26-35,12,A,0,0.0,3,4.0,5.0,8209
453853,1003851,P00249542,M,26-35,12,A,0,0.0,1,5.0,15.0,11475
453854,1003851,P00276642,M,26-35,12,A,0,0.0,8,11.0,,8082
453855,1003851,P00217742,M,26-35,12,A,0,0.0,5,14.0,,3550
453856,1003851,P00139542,M,26-35,12,A,0,0.0,5,,,3472
453944,1003876,P00302742,M,26-35,0,C,3,0.0,8,,,7941
454052,1003888,P00052242,M,46-50,17,C,0,0.0,8,,,9853
454053,1003888,P00028842,M,46-50,17,C,0,0.0,6,8.0,,8146
454054,1003888,P00317842,M,46-50,17,C,0,0.0,8,,,5959
454055,1003888,P00293742,M,46-50,17,C,0,0.0,8,,,6091
454056,1003888,P00252742,M,46-50,17,C,0,0.0,8,,,9908
454057,1003888,P00177342,M,46-50,17,C,0,0.0,8,,,7805
454058,1003888,P00188742,M,46-50,17,C,0,0.0,8,14.0,17.0,6177
454213,1003921,P00268342,M,26-35,14,C,2,0.0,5,,,1990
454214,1003921,P00325242,M,26-35,14,C,2,0.0,16,,,8175
454215,1003921,P00028842,M,26-35,14,C,2,0.0,6,8.0,,20519
454216,1003921,P00278642,M,26-35,14,C,2,0.0,5,,,7002
454217,1003921,P00042842,M,26-35,14,C,2,0.0,5,,,7073
454218,1003921,P00000142,M,26-35,14,C,2,0.0,3,4.0,5.0,11065
454394,1003944,P00178942,F,36-45,16,C,1,1.0,5,8.0,,6938
454466,1003956,P00211142,M,26-35,0,C,4+,1.0,5,,,8734
454488,1003959,P00355542,F,46-50,1,C,1,0.0,16,,,4276
454645,1003984,P00006942,M,26-35,7,C,1,0.0,1,5.0,6.0,15205
454646,1003984,P00273742,M,26-35,7,C,1,0.0,1,17.0,,19202
455095,1004042,P00105142,M,36-45,15,B,3,0.0,1,2.0,15.0,15465
455096,1004042,P00035542,M,36-45,15,B,3,0.0,3,4.0,12.0,10709
455097,1004042,P00302942,M,36-45,15,B,3,0.0,8,,,7934
455098,1004042,P00298442,M,36-45,15,B,3,0.0,16,,,16359
455099,1004042,P00103042,M,36-45,15,B,3,0.0,1,14.0,,15206
455100,1004042,P00025442,M,36-45,15,B,3,0.0,1,2.0,9.0,15591
455101,1004042,P00183442,M,36-45,15,B,3,0.0,1,2.0,,11962
455102,1004042,P00284042,M,36-45,15,B,3,0.0,8,17.0,,8089
455103,1004042,P00244142,M,36-45,15,B,3,0.0,1,2.0,15.0,3830
455104,1004042,P00109342,M,36-45,15,B,3,0.0,5,,,6958
455105,1004042,P00184042,M,36-45,15,B,3,0.0,1,8.0,,15250
455116,1004048,P00326942,F,36-45,1,B,1,1.0,5,14.0,,6965
455117,1004048,P00266942,F,36-45,1,B,1,1.0,8,13.0,14.0,9824
455118,1004048,P00023042,F,36-45,1,B,1,1.0,5,14.0,,6949
455119,1004048,P00130042,F,36-45,1,B,1,1.0,14,17.0,,15022
455120,1004048,P00351142,F,36-45,1,B,1,1.0,1,8.0,17.0,18953
455121,1004048,P00244042,F,36-45,1,B,1,1.0,1,2.0,15.0,15775
455122,1004048,P00039242,F,36-45,1,B,1,1.0,1,15.0,,12104
455123,1004048,P00009342,F,36-45,1,B,1,1.0,1,16.0,,19187
455124,1004048,P00206442,F,36-45,1,B,1,1.0,1,5.0,9.0,8308
455125,1004048,P00100442,F,36-45,1,B,1,1.0,2,4.0,5.0,15973
455126,1004048,P00005942,F,36-45,1,B,1,1.0,2,4.0,9.0,12865
455127,1004048,P00194342,F,36-45,1,B,1,1.0,3,4.0,,5531
455128,1004048,P00223842,F,36-45,1,B,1,1.0,2,4.0,8.0,16197
455129,1004048,P00121642,F,36-45,1,B,1,1.0,5,14.0,,7090
455130,1004048,P00287142,F,36-45,1,B,1,1.0,5,,,5479
455131,1004048,P00303242,F,36-45,1,B,1,1.0,5,8.0,,5342
455132,1004048,P00174442,F,36-45,1,B,1,1.0,5,,,3668
455133,1004048,P00039742,F,36-45,1,B,1,1.0,5,,,3557
455134,1004048,P00046042,F,36-45,1,B,1,1.0,5,17.0,,3723
455135,1004048,P00230542,F,36-45,1,B,1,1.0,5,15.0,,7003
455136,1004048,P00011242,F,36-45,1,B,1,1.0,7,,,16633
455137,1004048,P00034142,F,36-45,1,B,1,1.0,8,13.0,16.0,7966
455221,1004057,P00351242,M,36-45,6,C,1,0.0,3,4.0,5.0,7952
455222,1004057,P00223942,M,36-45,6,C,1,0.0,5,8.0,,5170
455255,1004062,P00286742,M,26-35,7,C,1,0.0,1,16.0,,3970
455256,1004062,P00310342,M,26-35,7,C,1,0.0,6,8.0,,12603
455257,1004062,P00327942,M,26-35,7,C,1,0.0,5,,,6973
455258,1004062,P00294542,M,26-35,7,C,1,0.0,8,,,2240
455259,1004062,P00150542,M,26-35,7,C,1,0.0,5,,,6903
455260,1004062,P00061142,M,26-35,7,C,1,0.0,8,16.0,,7987
455261,1004062,P00154642,M,26-35,7,C,1,0.0,8,,,8114
455262,1004062,P00153642,M,26-35,7,C,1,0.0,8,,,6195
455263,1004062,P00010242,M,26-35,7,C,1,0.0,5,,,7135
455264,1004062,P00220242,M,26-35,7,C,1,0.0,3,12.0,,8289
455265,1004062,P0094242,M,26-35,7,C,1,0.0,8,,,4260
455266,1004062,P00250842,M,26-35,7,C,1,0.0,8,,,7836
455267,1004062,P00057242,M,26-35,7,C,1,0.0,5,,,7021
455268,1004062,P00208742,M,26-35,7,C,1,0.0,1,6.0,16.0,11725
455269,1004062,P00019142,M,26-35,7,C,1,0.0,11,15.0,,3090
455592,1004097,P00184942,M,26-35,7,C,3,0.0,1,8.0,17.0,19518
455593,1004097,P00117442,M,26-35,7,C,3,0.0,5,14.0,,7021
455850,1004141,P00130742,M,36-45,17,B,2,1.0,1,14.0,17.0,12016
455851,1004141,P00187842,M,36-45,17,B,2,1.0,1,16.0,,15401
455852,1004141,P00160042,M,36-45,17,B,2,1.0,1,13.0,16.0,15702
455853,1004141,P00075342,M,36-45,17,B,2,1.0,1,2.0,16.0,11613
456253,1004226,P00294242,F,36-45,6,C,1,1.0,4,5.0,,1377
456254,1004226,P00003442,F,36-45,6,C,1,1.0,4,5.0,8.0,3522
456771,1004302,P00059442,M,51-55,1,C,1,1.0,6,8.0,16.0,20140
456772,1004302,P00219942,M,51-55,1,C,1,1.0,6,16.0,,20592
456773,1004302,P00154642,M,51-55,1,C,1,1.0,8,,,7834
456774,1004302,P00319542,M,51-55,1,C,1,1.0,8,14.0,,7968
456775,1004302,P00216142,M,51-55,1,C,1,1.0,1,16.0,,15272
456776,1004302,P00153642,M,51-55,1,C,1,1.0,8,,,8001
456777,1004302,P00135142,M,51-55,1,C,1,1.0,13,16.0,,767
456778,1004302,P00329642,M,51-55,1,C,1,1.0,8,14.0,,6011
456779,1004302,P00007842,M,51-55,1,C,1,1.0,8,16.0,,5955
456780,1004302,P00120242,M,51-55,1,C,1,1.0,8,,,10010
456781,1004302,P00285742,M,51-55,1,C,1,1.0,8,,,7949
456850,1004310,P00049842,M,26-35,4,C,2,1.0,1,8.0,,15572
456851,1004310,P00151742,M,26-35,4,C,2,1.0,8,15.0,16.0,2066
456852,1004310,P00234742,M,26-35,4,C,2,1.0,8,,,6191
456853,1004310,P00225542,M,26-35,4,C,2,1.0,5,8.0,,6986
456854,1004310,P00129542,M,26-35,4,C,2,1.0,8,14.0,,8014
456855,1004310,P00360042,M,26-35,4,C,2,1.0,8,,,10053
456856,1004310,P00238442,M,26-35,4,C,2,1.0,6,,,20577
456857,1004310,P00162442,M,26-35,4,C,2,1.0,1,16.0,,15211
456858,1004310,P00347642,M,26-35,4,C,2,1.0,1,6.0,,12059
456908,1004315,P00250242,M,18-25,4,C,2,0.0,5,,,8870
456909,1004315,P00046742,M,18-25,4,C,2,0.0,1,2.0,15.0,4322
456910,1004315,P00127442,M,18-25,4,C,2,0.0,1,2.0,15.0,19562
456911,1004315,P00128042,M,18-25,4,C,2,0.0,1,5.0,18.0,19181
456912,1004315,P00010542,M,18-25,4,C,2,0.0,2,4.0,5.0,12826
456913,1004315,P00287242,M,18-25,4,C,2,0.0,5,,,7032
456914,1004315,P00316842,M,18-25,4,C,2,0.0,4,5.0,,3500
456915,1004315,P00302442,M,18-25,4,C,2,0.0,5,6.0,,8815
456916,1004315,P00316242,M,18-25,4,C,2,0.0,5,,,6919
456917,1004315,P00315642,M,18-25,4,C,2,0.0,8,13.0,,9745
456918,1004315,P00121142,M,18-25,4,C,2,0.0,8,,,8060
456919,1004315,P00026042,M,18-25,4,C,2,0.0,8,14.0,17.0,9974
457050,1004341,P00117942,M,36-45,17,C,1,0.0,5,15.0,,7096
457051,1004341,P00155642,M,36-45,17,C,1,0.0,8,,,7823
457196,1004354,P00211142,M,36-45,14,B,2,0.0,5,,,7006
457197,1004354,P00342642,M,36-45,14,B,2,0.0,1,5.0,,12065
457198,1004354,P00197042,M,36-45,14,B,2,0.0,5,,,8727
457199,1004354,P00344442,M,36-45,14,B,2,0.0,5,8.0,14.0,5460
457200,1004354,P00319142,M,36-45,14,B,2,0.0,5,14.0,,3747
457201,1004354,P00207342,M,36-45,14,B,2,0.0,5,8.0,14.0,1923
457202,1004354,P00280242,M,36-45,14,B,2,0.0,5,,,6937
457203,1004354,P00315742,M,36-45,14,B,2,0.0,5,,,3552
457204,1004354,P00114542,M,36-45,14,B,2,0.0,5,,,7008
457205,1004354,P00266442,M,36-45,14,B,2,0.0,5,,,7105
457206,1004354,P00221242,M,36-45,14,B,2,0.0,1,17.0,,7623
457207,1004354,P0097842,M,36-45,14,B,2,0.0,5,,,8612
457208,1004354,P00036142,M,36-45,14,B,2,0.0,5,,,1733
457209,1004354,P00120242,M,36-45,14,B,2,0.0,8,,,7938
457210,1004354,P00277742,M,36-45,14,B,2,0.0,8,,,9909
457211,1004354,P00324642,M,36-45,14,B,2,0.0,8,,,9721
457212,1004354,P00347342,M,36-45,14,B,2,0.0,8,,,5954
457213,1004354,P00115442,M,36-45,14,B,2,0.0,8,,,9972
457214,1004354,P00028842,M,36-45,14,B,2,0.0,6,8.0,,20052
457215,1004354,P00208742,M,36-45,14,B,2,0.0,1,6.0,16.0,11373
457216,1004354,P00232342,M,36-45,14,B,2,0.0,11,,,7618
457217,1004354,P00088742,M,36-45,14,B,2,0.0,5,,,8650
457218,1004354,P00087042,M,36-45,14,B,2,0.0,10,14.0,16.0,23681
457219,1004354,P00168642,M,36-45,14,B,2,0.0,7,,,8631
457220,1004354,P00110442,M,36-45,14,B,2,0.0,7,,,20423
457221,1004354,P00198142,M,36-45,14,B,2,0.0,2,4.0,9.0,10125
457222,1004354,P00090842,M,36-45,14,B,2,0.0,11,15.0,,6098
457223,1004354,P00314642,M,36-45,14,B,2,0.0,15,,,21212
457224,1004354,P00273742,M,36-45,14,B,2,0.0,1,17.0,,19587
457274,1004363,P00157542,M,36-45,14,C,2,1.0,8,14.0,,9974
457275,1004363,P00266542,M,36-45,14,C,2,1.0,2,16.0,,16491
457276,1004363,P00120342,M,36-45,14,C,2,1.0,5,17.0,,8807
457277,1004363,P00288442,M,36-45,14,C,2,1.0,5,14.0,,5244
457278,1004363,P00030642,M,36-45,14,C,2,1.0,8,,,6061
457279,1004363,P00062842,M,36-45,14,C,2,1.0,1,2.0,13.0,19627
457280,1004363,P00044242,M,36-45,14,C,2,1.0,2,4.0,8.0,12711
457955,1004455,P00256642,M,36-45,7,B,1,0.0,5,,,5257
457956,1004455,P00289842,M,36-45,7,B,1,0.0,1,16.0,,11773
458021,1004469,P00184042,F,46-50,12,A,3,1.0,1,8.0,,19379
458747,1004573,P00088042,M,51-55,16,C,1,1.0,1,2.0,,15711
458748,1004573,P00114342,M,51-55,16,C,1,1.0,1,8.0,17.0,15308
458749,1004573,P00228242,M,51-55,16,C,1,1.0,8,,,5957
458750,1004573,P00273742,M,51-55,16,C,1,1.0,1,17.0,,15254
458751,1004573,P00100842,M,51-55,16,C,1,1.0,5,,,5372
458842,1004590,P00028542,F,18-25,20,A,4+,0.0,6,8.0,14.0,12508
458843,1004590,P00112242,F,18-25,20,A,4+,0.0,5,8.0,14.0,6940
458859,1004592,P00010842,M,18-25,4,A,3,0.0,8,16.0,,10040
458860,1004592,P00110842,M,18-25,4,A,3,0.0,1,2.0,5.0,19288
458861,1004592,P00111142,M,18-25,4,A,3,0.0,1,15.0,16.0,4357
458862,1004592,P00046742,M,18-25,4,A,3,0.0,1,2.0,15.0,7730
458863,1004592,P00251942,M,18-25,4,A,3,0.0,1,2.0,5.0,15860
458864,1004592,P00143642,M,18-25,4,A,3,0.0,1,2.0,6.0,4321
458865,1004592,P00182842,M,18-25,4,A,3,0.0,5,,,1828
458866,1004592,P00021742,M,18-25,4,A,3,0.0,5,,,6912
458867,1004592,P00183242,M,18-25,4,A,3,0.0,5,15.0,,6998
458868,1004592,P00221542,M,18-25,4,A,3,0.0,5,15.0,,1796
458869,1004592,P00148342,M,18-25,4,A,3,0.0,5,,,3478
458870,1004592,P00110742,M,18-25,4,A,3,0.0,1,2.0,8.0,19429
459024,1004624,P00251642,M,26-35,12,C,2,0.0,1,2.0,4.0,7811
459025,1004624,P00000742,M,26-35,12,C,2,0.0,5,14.0,,8660
459026,1004624,P00045542,M,26-35,12,C,2,0.0,5,14.0,,6949
459027,1004624,P00294042,M,26-35,12,C,2,0.0,8,14.0,,9883
459097,1004641,P00118942,M,26-35,7,C,1,1.0,8,,,9829
459098,1004641,P00141942,M,26-35,7,C,1,1.0,5,8.0,14.0,7147
459099,1004641,P00284642,M,26-35,7,C,1,1.0,5,8.0,,8865
459114,1004644,P00295942,M,51-55,1,C,4+,1.0,2,5.0,15.0,9751
459115,1004644,P00132242,M,51-55,1,C,4+,1.0,5,,,6975
459116,1004644,P00002142,M,51-55,1,C,4+,1.0,1,5.0,8.0,15268
459117,1004644,P00108442,M,51-55,1,C,4+,1.0,5,,,7191
459118,1004644,P00117542,M,51-55,1,C,4+,1.0,18,,,3900
459119,1004644,P00040342,M,51-55,1,C,4+,1.0,18,,,1599
459120,1004644,P00015942,M,51-55,1,C,4+,1.0,6,10.0,13.0,12345
459121,1004644,P00286442,M,51-55,1,C,4+,1.0,8,,,7880
459122,1004644,P00237542,M,51-55,1,C,4+,1.0,1,15.0,16.0,11987
459123,1004644,P00260142,M,51-55,1,C,4+,1.0,5,14.0,,5335
459375,1004679,P00255342,M,55+,13,C,4+,1.0,8,,,5875
459431,1004687,P00049542,M,36-45,14,C,0,1.0,8,,,9750
459432,1004687,P00352142,M,36-45,14,C,0,1.0,1,6.0,16.0,19488
459433,1004687,P00003642,M,36-45,14,C,0,1.0,8,,,6198
459672,1004733,P00110942,M,18-25,18,C,1,0.0,1,2.0,,15180
459673,1004733,P00322942,M,18-25,18,C,1,0.0,2,8.0,16.0,16109
459674,1004733,P00242742,M,18-25,18,C,1,0.0,1,2.0,9.0,19116
459675,1004733,P00145742,M,18-25,18,C,1,0.0,1,2.0,,19362
459812,1004766,P00293242,M,36-45,16,A,3,1.0,8,16.0,,8139
459813,1004766,P00278642,M,36-45,16,A,3,1.0,5,,,8795
459814,1004766,P00301542,M,36-45,16,A,3,1.0,16,,,20909
459863,1004780,P00344242,M,26-35,12,A,3,0.0,8,10.0,,8091
459864,1004780,P00088942,M,26-35,12,A,3,0.0,8,,,9889
459865,1004780,P00160442,M,26-35,12,A,3,0.0,8,,,7934
459866,1004780,P00174242,M,26-35,12,A,3,0.0,15,16.0,,21119
459867,1004780,P00058042,M,26-35,12,A,3,0.0,8,16.0,,4210
460130,1004817,P00304442,M,26-35,1,C,1,0.0,1,16.0,,19280
460131,1004817,P00119742,M,26-35,1,C,1,0.0,5,8.0,12.0,8671
460132,1004817,P00085342,M,26-35,1,C,1,0.0,10,13.0,,23539
460573,1004894,P00318742,M,36-45,7,C,1,0.0,1,8.0,,19101
460574,1004894,P00046742,M,36-45,7,C,1,0.0,1,2.0,15.0,15592
460623,1004901,P00044442,M,26-35,7,C,1,0.0,1,16.0,,19528
460624,1004901,P00187842,M,26-35,7,C,1,0.0,1,16.0,,11748
460625,1004901,P00114942,M,26-35,7,C,1,0.0,1,15.0,16.0,15759
460626,1004901,P00112942,M,26-35,7,C,1,0.0,1,16.0,,15276
460627,1004901,P00182442,M,26-35,7,C,1,0.0,5,11.0,,5444
460628,1004901,P00116642,M,26-35,7,C,1,0.0,5,,,6861
460726,1004921,P00193242,F,26-35,15,B,3,1.0,6,8.0,,12128
460727,1004921,P00121342,F,26-35,15,B,3,1.0,1,5.0,18.0,15396
460728,1004921,P00209842,F,26-35,15,B,3,1.0,5,8.0,,6920
460729,1004921,P00118742,F,26-35,15,B,3,1.0,5,11.0,,6963
460730,1004921,P0096442,F,26-35,15,B,3,1.0,4,5.0,12.0,2810
460731,1004921,P00150542,F,26-35,15,B,3,1.0,5,,,8690
460732,1004921,P00249342,F,26-35,15,B,3,1.0,5,,,8569
460733,1004921,P00159542,F,26-35,15,B,3,1.0,10,15.0,16.0,19243
460734,1004921,P00315642,F,26-35,15,B,3,1.0,8,13.0,,5943
460767,1004929,P00331042,M,46-50,1,C,1,1.0,5,8.0,,6991
460768,1004929,P00278642,M,46-50,1,C,1,1.0,5,,,6880
461019,1004967,P00046142,M,18-25,4,C,0,0.0,1,16.0,,15522
461036,1004973,P00216342,F,55+,2,C,1,1.0,3,4.0,5.0,10863
461037,1004973,P00034742,F,55+,2,C,1,1.0,5,14.0,17.0,8722
461038,1004973,P00221342,F,55+,2,C,1,1.0,1,2.0,5.0,11751
461039,1004973,P00102642,F,55+,2,C,1,1.0,4,8.0,9.0,3453
461040,1004973,P00119742,F,55+,2,C,1,1.0,5,8.0,12.0,3588
461041,1004973,P00311642,F,55+,2,C,1,1.0,8,17.0,,6172
461042,1004973,P00326442,F,55+,2,C,1,1.0,8,,,3981
461043,1004973,P00205642,F,55+,2,C,1,1.0,5,8.0,,7017
461044,1004973,P00184342,F,55+,2,C,1,1.0,8,,,6005
461045,1004973,P00342742,F,55+,2,C,1,1.0,8,14.0,,7900
461046,1004973,P00285942,F,55+,2,C,1,1.0,8,14.0,,6177
461514,1005049,P00115642,M,26-35,12,B,0,1.0,8,14.0,,8063
461515,1005049,P00220642,M,26-35,12,B,0,1.0,8,,,5969
461516,1005049,P00293242,M,26-35,12,B,0,1.0,8,16.0,,7883
461517,1005049,P00210942,M,26-35,12,B,0,1.0,5,12.0,,6892
461518,1005049,P00161942,M,26-35,12,B,0,1.0,5,8.0,,3616
461889,1005107,P00111742,F,46-50,0,B,0,0.0,15,,,20901
461890,1005107,P00191442,F,46-50,0,B,0,0.0,1,2.0,15.0,7940
461891,1005107,P00145042,F,46-50,0,B,0,0.0,1,2.0,5.0,11735
461892,1005107,P00223542,F,46-50,0,B,0,0.0,1,8.0,17.0,15895
461893,1005107,P00014842,F,46-50,0,B,0,0.0,1,2.0,5.0,4508
461894,1005107,P00240142,F,46-50,0,B,0,0.0,5,,,7157
461895,1005107,P00120342,F,46-50,0,B,0,0.0,5,17.0,,7036
461896,1005107,P00119742,F,46-50,0,B,0,0.0,5,8.0,12.0,8796
461897,1005107,P00083842,F,46-50,0,B,0,0.0,5,14.0,,7173
461898,1005107,P00250242,F,46-50,0,B,0,0.0,5,,,2011
461899,1005107,P00322042,F,46-50,0,B,0,0.0,5,8.0,,3660
461900,1005107,P00034842,F,46-50,0,B,0,0.0,5,14.0,,5327
461901,1005107,P00205442,F,46-50,0,B,0,0.0,5,8.0,14.0,7021
461902,1005107,P00183242,F,46-50,0,B,0,0.0,5,15.0,,3649
461903,1005107,P00056142,F,46-50,0,B,0,0.0,5,8.0,,5229
461904,1005107,P00268542,F,46-50,0,B,0,0.0,5,,,8752
461905,1005107,P00031042,F,46-50,0,B,0,0.0,8,,,7949
461906,1005107,P00321642,F,46-50,0,B,0,0.0,8,,,8044
461907,1005107,P00112442,F,46-50,0,B,0,0.0,6,8.0,,12065
461908,1005107,P00176642,F,46-50,0,B,0,0.0,6,8.0,,16040
461909,1005107,P00028542,F,46-50,0,B,0,0.0,6,8.0,14.0,12515
461910,1005107,P00073642,F,46-50,0,B,0,0.0,8,,,7890
461911,1005107,P00126142,F,46-50,0,B,0,0.0,8,16.0,,5955
461912,1005107,P00006142,F,46-50,0,B,0,0.0,8,,,5970
461913,1005107,P00207942,F,46-50,0,B,0,0.0,6,8.0,,12245
462099,1005135,P00288542,M,36-45,7,C,4+,0.0,8,,,3908
462100,1005135,P00211042,M,36-45,7,C,4+,0.0,5,,,5231
462101,1005135,P00113342,M,36-45,7,C,4+,0.0,1,8.0,17.0,19648
462102,1005135,P00222842,M,36-45,7,C,4+,0.0,8,,,5882
462448,1005207,P00120542,M,26-35,0,A,3,1.0,8,14.0,,5968
462531,1005224,P00335442,M,36-45,1,A,1,1.0,1,15.0,,4259
462532,1005224,P00250642,M,36-45,1,A,1,1.0,11,,,4686
462878,1005300,P00118742,M,26-35,20,A,0,1.0,5,11.0,,6938
462879,1005300,P00111342,M,26-35,20,A,0,1.0,5,,,8632
462880,1005300,P00331942,M,26-35,20,A,0,1.0,5,,,6947
462881,1005300,P00221542,M,26-35,20,A,0,1.0,5,15.0,,5415
462882,1005300,P00183242,M,26-35,20,A,0,1.0,5,15.0,,3461
462883,1005300,P00275642,M,26-35,20,A,0,1.0,8,,,9732
462884,1005300,P00119342,M,26-35,20,A,0,1.0,10,13.0,,23055
462885,1005300,P00332242,M,26-35,20,A,0,1.0,1,16.0,,15528
463114,1005330,P00286642,F,26-35,0,C,2,0.0,11,14.0,,2957
463115,1005330,P00111942,F,26-35,0,C,2,0.0,8,17.0,,6104
463116,1005330,P00109242,F,26-35,0,C,2,0.0,6,8.0,10.0,16298
463217,1005349,P00265242,F,51-55,2,C,1,1.0,5,8.0,,8826
463218,1005349,P00148642,F,51-55,2,C,1,1.0,6,10.0,13.0,8129
463219,1005349,P00220442,F,51-55,2,C,1,1.0,5,14.0,,8687
463220,1005349,P00216542,F,51-55,2,C,1,1.0,8,,,9995
463221,1005349,P00326742,F,51-55,2,C,1,1.0,11,,,6088
463222,1005349,P00030642,F,51-55,2,C,1,1.0,8,,,3942
463223,1005349,P00052642,F,51-55,2,C,1,1.0,5,14.0,,8595
463224,1005349,P00253042,F,51-55,2,C,1,1.0,8,,,5889
463225,1005349,P00207342,F,51-55,2,C,1,1.0,5,8.0,14.0,7068
463308,1005365,P00335442,M,18-25,12,C,0,0.0,1,15.0,,4006
463309,1005365,P00265242,M,18-25,12,C,0,0.0,5,8.0,,8669
463310,1005365,P00154642,M,18-25,12,C,0,0.0,8,,,8104
463311,1005365,P00220342,M,18-25,12,C,0,0.0,5,,,7100
463312,1005365,P00223542,M,18-25,12,C,0,0.0,1,8.0,17.0,4382
463313,1005365,P00210042,M,18-25,12,C,0,0.0,8,14.0,,6070
463314,1005365,P00247042,M,18-25,12,C,0,0.0,5,14.0,,6964
463315,1005365,P00048142,M,18-25,12,C,0,0.0,1,16.0,,11371
463316,1005365,P00248142,M,18-25,12,C,0,0.0,5,,,8825
463317,1005365,P00239142,M,18-25,12,C,0,0.0,5,,,3514
463318,1005365,P00234742,M,18-25,12,C,0,0.0,8,,,8091
463319,1005365,P00154042,M,18-25,12,C,0,0.0,1,2.0,15.0,15267
463320,1005365,P00161842,M,18-25,12,C,0,0.0,10,13.0,16.0,18787
463321,1005365,P00137042,M,18-25,12,C,0,0.0,8,16.0,,5942
463322,1005365,P00052442,M,18-25,12,C,0,0.0,5,8.0,,5306
463323,1005365,P00156842,M,18-25,12,C,0,0.0,4,5.0,,2061
463324,1005365,P00075942,M,18-25,12,C,0,0.0,5,14.0,,6888
463365,1005368,P00265242,F,26-35,17,C,1,1.0,5,8.0,,8783
463366,1005368,P00284042,F,26-35,17,C,1,1.0,8,17.0,,4033
463367,1005368,P00237542,F,26-35,17,C,1,1.0,1,15.0,16.0,19393
463368,1005368,P00127542,F,26-35,17,C,1,1.0,1,2.0,15.0,4117
463369,1005368,P00057442,F,26-35,17,C,1,1.0,5,14.0,16.0,7154
463407,1005375,P00108442,M,26-35,0,C,0,0.0,5,,,8678
